asset_id,lbw,usable_row_count,train_row_count,val_row_count,train_start_timestamp,train_end_timestamp,val_start_timestamp,val_end_timestamp,train_start_timeline_index,train_end_timeline_index,val_start_timeline_index,val_end_timeline_index,split_rule
FRA40.cash,21,1772,1594,178,2019-03-22T00:00:00,2025-06-12T00:00:00,2025-06-13T00:00:00,2026-02-20T00:00:00,313,1906,1907,2084,floor_90_rest_10
HK50.cash,21,1458,1312,146,2020-03-24T00:00:00,2025-07-21T00:00:00,2025-07-22T00:00:00,2026-02-23T00:00:00,313,1624,1625,1770,floor_90_rest_10
JP225.cash,21,1846,1661,185,2019-01-03T00:00:00,2025-06-05T00:00:00,2025-06-06T00:00:00,2026-02-23T00:00:00,313,1973,1974,2158,floor_90_rest_10
N25.cash,21,887,798,89,2022-01-31T00:00:00,2025-10-15T00:00:00,2025-10-16T00:00:00,2026-02-20T00:00:00,313,1110,1111,1199,floor_90_rest_10
SPN35.cash,21,1040,936,104,2022-01-28T00:00:00,2025-09-24T00:00:00,2025-09-25T00:00:00,2026-02-20T00:00:00,313,1248,1249,1352,floor_90_rest_10
UKOIL.cash,21,2226,2003,223,2017-07-10T00:00:00,2025-04-11T00:00:00,2025-04-14T00:00:00,2026-02-23T00:00:00,313,2315,2316,2538,floor_90_rest_10
US2000.cash,21,1774,1596,178,2019-04-12T00:00:00,2025-06-16T00:00:00,2025-06-17T00:00:00,2026-02-23T00:00:00,313,1908,1909,2086,floor_90_rest_10
USOIL.cash,21,1016,914,102,2022-03-17T00:00:00,2025-09-30T00:00:00,2025-10-01T00:00:00,2026-02-23T00:00:00,313,1226,1227,1328,floor_90_rest_10
DXY.cash,21,7,6,1,2026-02-13T00:00:00,2026-02-20T00:00:00,2026-02-23T00:00:00,2026-02-23T00:00:00,313,318,319,319,floor_90_rest_10
NATGAS.cash,21,31,27,4,2026-01-12T00:00:00,2026-02-17T00:00:00,2026-02-18T00:00:00,2026-02-23T00:00:00,313,339,340,343,floor_90_rest_10
ADAUSD,21,1310,1179,131,2022-07-20T00:00:00,2025-10-15T00:00:00,2025-10-16T00:00:00,2026-02-23T00:00:00,313,1491,1492,1622,floor_90_rest_10
AVAUSD,21,1662,1495,167,2021-08-01T00:00:00,2025-09-09T00:00:00,2025-09-10T00:00:00,2026-02-23T00:00:00,313,1807,1808,1974,floor_90_rest_10
BCHUSD,21,2759,2483,276,2018-07-31T00:00:00,2025-05-17T00:00:00,2025-05-18T00:00:00,2026-02-23T00:00:00,313,2795,2796,3071,floor_90_rest_10
BTCUSD,21,5028,4525,503,2012-02-06T00:00:00,2024-10-04T00:00:00,2024-10-05T00:00:00,2026-02-23T00:00:00,313,4837,4838,5340,floor_90_rest_10
DASHUSD,21,1605,1444,161,2021-09-26T00:00:00,2025-09-15T00:00:00,2025-09-16T00:00:00,2026-02-23T00:00:00,313,1756,1757,1917,floor_90_rest_10
DOTUSD,21,1310,1179,131,2022-07-20T00:00:00,2025-10-15T00:00:00,2025-10-16T00:00:00,2026-02-23T00:00:00,313,1491,1492,1622,floor_90_rest_10
ETCUSD,21,2759,2483,276,2018-07-31T00:00:00,2025-05-17T00:00:00,2025-05-18T00:00:00,2026-02-23T00:00:00,313,2795,2796,3071,floor_90_rest_10
ETHUSD,21,2957,2661,296,2017-03-13T00:00:00,2025-04-29T00:00:00,2025-04-30T00:00:00,2026-02-23T00:00:00,313,2973,2974,3269,floor_90_rest_10
LTCUSD,21,4774,4296,478,2012-12-04T00:00:00,2024-10-29T00:00:00,2024-10-30T00:00:00,2026-02-23T00:00:00,313,4609,4610,5087,floor_90_rest_10
XRPUSD,21,2901,2610,291,2017-12-24T00:00:00,2025-05-04T00:00:00,2025-05-05T00:00:00,2026-02-23T00:00:00,484,3093,3094,3384,floor_90_rest_10
AAVUSD,21,1560,1404,156,2021-11-11T00:00:00,2025-09-20T00:00:00,2025-09-21T00:00:00,2026-02-23T00:00:00,313,1716,1717,1872,floor_90_rest_10
ALGUSD,21,1997,1797,200,2020-07-28T00:00:00,2025-08-05T00:00:00,2025-08-06T00:00:00,2026-02-23T00:00:00,313,2111,2112,2311,floor_90_rest_10
BARUSD,21,1486,1337,149,2022-01-24T00:00:00,2025-09-27T00:00:00,2025-09-28T00:00:00,2026-02-23T00:00:00,313,1649,1650,1798,floor_90_rest_10
BNBUSD,21,2817,2535,282,2018-06-03T00:00:00,2025-05-11T00:00:00,2025-05-12T00:00:00,2026-02-23T00:00:00,313,2847,2848,3129,floor_90_rest_10
DOGEUSD,21,1310,1179,131,2022-07-20T00:00:00,2025-10-15T00:00:00,2025-10-16T00:00:00,2026-02-23T00:00:00,313,1491,1492,1622,floor_90_rest_10
FETUSD,21,311,279,32,2025-04-13T00:00:00,2026-01-22T00:00:00,2026-01-23T00:00:00,2026-02-23T00:00:00,313,591,592,623,floor_90_rest_10
GALUSD,21,1301,1170,131,2022-07-28T00:00:00,2025-10-15T00:00:00,2025-10-16T00:00:00,2026-02-23T00:00:00,313,1482,1483,1613,floor_90_rest_10
GRTUSD,21,1559,1403,156,2021-11-11T00:00:00,2025-09-20T00:00:00,2025-09-21T00:00:00,2026-02-23T00:00:00,313,1715,1716,1871,floor_90_rest_10
ICPUSD,21,311,279,32,2025-04-13T00:00:00,2026-01-22T00:00:00,2026-01-23T00:00:00,2026-02-23T00:00:00,313,591,592,623,floor_90_rest_10
IMXUSD,21,1187,1068,119,2022-11-19T00:00:00,2025-10-27T00:00:00,2025-10-28T00:00:00,2026-02-23T00:00:00,313,1380,1381,1499,floor_90_rest_10
LNKUSD,21,2699,2429,270,2018-07-31T00:00:00,2025-05-23T00:00:00,2025-05-24T00:00:00,2026-02-23T00:00:00,313,2801,2802,3071,floor_90_rest_10
MANUSD,21,1560,1404,156,2021-11-11T00:00:00,2025-09-20T00:00:00,2025-09-21T00:00:00,2026-02-23T00:00:00,313,1716,1717,1872,floor_90_rest_10
NEOUSD,21,2532,2278,254,2019-03-13T00:00:00,2025-06-10T00:00:00,2025-06-11T00:00:00,2026-02-23T00:00:00,313,2590,2591,2844,floor_90_rest_10
NERUSD,21,1641,1476,165,2021-08-22T00:00:00,2025-09-11T00:00:00,2025-09-12T00:00:00,2026-02-23T00:00:00,313,1788,1789,1953,floor_90_rest_10
SANUSD,21,1703,1532,171,2021-06-21T00:00:00,2025-09-04T00:00:00,2025-09-05T00:00:00,2026-02-23T00:00:00,313,1844,1845,2015,floor_90_rest_10
UNIUSD,21,1471,1323,148,2022-02-08T00:00:00,2025-09-28T00:00:00,2025-09-29T00:00:00,2026-02-23T00:00:00,313,1635,1636,1783,floor_90_rest_10
VECUSD,21,1876,1688,188,2020-12-30T00:00:00,2025-08-17T00:00:00,2025-08-18T00:00:00,2026-02-23T00:00:00,313,2000,2001,2188,floor_90_rest_10
XLMUSD,21,3105,2794,311,2017-08-11T00:00:00,2025-04-12T00:00:00,2025-04-13T00:00:00,2026-02-23T00:00:00,313,3106,3107,3417,floor_90_rest_10
XMRUSD,21,2808,2527,281,2018-06-04T00:00:00,2025-05-14T00:00:00,2025-05-15T00:00:00,2026-02-23T00:00:00,313,2839,2840,3120,floor_90_rest_10
XTZUSD,21,2166,1949,217,2020-02-29T00:00:00,2025-07-15T00:00:00,2025-07-16T00:00:00,2026-02-23T00:00:00,313,2261,2262,2478,floor_90_rest_10
AAPL,21,5017,4515,502,2008-06-03T00:00:00,2024-02-20T00:00:00,2024-02-21T00:00:00,2026-02-20T00:00:00,313,4827,4828,5329,floor_90_rest_10
AMZN,21,1401,1260,141,2020-07-27T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1572,1573,1713,floor_90_rest_10
BABA,21,1401,1260,141,2020-07-27T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1572,1573,1713,floor_90_rest_10
BAC,21,1401,1260,141,2020-07-27T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1572,1573,1713,floor_90_rest_10
GOOG,21,1401,1260,141,2020-07-27T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1572,1573,1713,floor_90_rest_10
META,21,1401,1260,141,2020-07-27T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1572,1573,1713,floor_90_rest_10
MSFT,21,5010,4509,501,2008-05-31T00:00:00,2024-02-21T00:00:00,2024-02-22T00:00:00,2026-02-20T00:00:00,313,4821,4822,5322,floor_90_rest_10
NFLX,21,1401,1260,141,2020-07-27T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1572,1573,1713,floor_90_rest_10
NVDA,21,1010,909,101,2022-02-10T00:00:00,2025-09-25T00:00:00,2025-09-26T00:00:00,2026-02-20T00:00:00,313,1221,1222,1322,floor_90_rest_10
PFE,21,1401,1260,141,2020-07-27T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1572,1573,1713,floor_90_rest_10
RACE,21,1401,1260,141,2020-07-27T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1572,1573,1713,floor_90_rest_10
T,21,1401,1260,141,2020-07-27T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1572,1573,1713,floor_90_rest_10
TSLA,21,1402,1261,141,2020-07-24T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1573,1574,1714,floor_90_rest_10
V,21,1401,1260,141,2020-07-27T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1572,1573,1713,floor_90_rest_10
WMT,21,1011,909,102,2022-02-09T00:00:00,2025-09-24T00:00:00,2025-09-25T00:00:00,2026-02-20T00:00:00,313,1221,1222,1323,floor_90_rest_10
ZM,21,1011,909,102,2022-02-09T00:00:00,2025-09-24T00:00:00,2025-09-25T00:00:00,2026-02-20T00:00:00,313,1221,1222,1323,floor_90_rest_10
AIRF,21,1428,1285,143,2020-07-23T00:00:00,2025-07-29T00:00:00,2025-07-30T00:00:00,2026-02-20T00:00:00,313,1597,1598,1740,floor_90_rest_10
ALVG,21,1418,1276,142,2020-07-30T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1588,1589,1730,floor_90_rest_10
BAYGn,21,1419,1277,142,2020-07-29T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1589,1590,1731,floor_90_rest_10
DBKGn,21,1418,1276,142,2020-07-30T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1588,1589,1730,floor_90_rest_10
IBE,21,1426,1283,143,2020-07-23T00:00:00,2025-07-29T00:00:00,2025-07-30T00:00:00,2026-02-20T00:00:00,313,1595,1596,1738,floor_90_rest_10
LVMH,21,1427,1284,143,2020-07-23T00:00:00,2025-07-29T00:00:00,2025-07-30T00:00:00,2026-02-20T00:00:00,313,1596,1597,1739,floor_90_rest_10
VOWG_p,21,1418,1276,142,2020-07-30T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1588,1589,1730,floor_90_rest_10
EURCZK,21,2531,2277,254,2016-01-10T00:00:00,2025-02-28T00:00:00,2025-03-03T00:00:00,2026-02-23T00:00:00,313,2589,2590,2843,floor_90_rest_10
EURHUF,21,2577,2319,258,2016-01-05T00:00:00,2025-02-24T00:00:00,2025-02-25T00:00:00,2026-02-23T00:00:00,313,2631,2632,2889,floor_90_rest_10
EURNOK,21,3076,2768,308,2014-06-17T00:00:00,2024-12-12T00:00:00,2024-12-13T00:00:00,2026-02-23T00:00:00,313,3080,3081,3388,floor_90_rest_10
EURPLN,21,2575,2317,258,2016-01-07T00:00:00,2025-02-24T00:00:00,2025-02-25T00:00:00,2026-02-23T00:00:00,313,2629,2630,2887,floor_90_rest_10
USDCNH,21,245,220,25,2025-03-14T00:00:00,2026-01-19T00:00:00,2026-01-20T00:00:00,2026-02-23T00:00:00,313,532,533,557,floor_90_rest_10
USDCZK,21,2586,2327,259,2016-01-10T00:00:00,2025-02-21T00:00:00,2025-02-24T00:00:00,2026-02-23T00:00:00,313,2639,2640,2898,floor_90_rest_10
USDHKD,21,4367,3930,437,2008-09-23T00:00:00,2024-06-14T00:00:00,2024-06-17T00:00:00,2026-02-23T00:00:00,313,4242,4243,4679,floor_90_rest_10
USDHUF,21,2577,2319,258,2016-01-05T00:00:00,2025-02-24T00:00:00,2025-02-25T00:00:00,2026-02-23T00:00:00,313,2631,2632,2889,floor_90_rest_10
USDILS,21,761,684,77,2023-03-17T00:00:00,2025-11-04T00:00:00,2025-11-05T00:00:00,2026-02-23T00:00:00,313,996,997,1073,floor_90_rest_10
USDMXN,21,4385,3946,439,2008-10-06T00:00:00,2024-06-12T00:00:00,2024-06-13T00:00:00,2026-02-23T00:00:00,313,4258,4259,4697,floor_90_rest_10
USDNOK,21,4875,4387,488,2007-04-25T00:00:00,2024-04-04T00:00:00,2024-04-05T00:00:00,2026-02-23T00:00:00,313,4699,4700,5187,floor_90_rest_10
USDPLN,21,3088,2779,309,2014-06-03T00:00:00,2024-12-11T00:00:00,2024-12-12T00:00:00,2026-02-23T00:00:00,313,3091,3092,3400,floor_90_rest_10
USDSEK,21,6415,5773,642,2001-06-12T00:00:00,2023-08-30T00:00:00,2023-08-31T00:00:00,2026-02-23T00:00:00,313,6085,6086,6727,floor_90_rest_10
USDSGD,21,243,218,25,2025-03-18T00:00:00,2026-01-19T00:00:00,2026-01-20T00:00:00,2026-02-23T00:00:00,313,530,531,555,floor_90_rest_10
USDZAR,21,4769,4292,477,2007-03-30T00:00:00,2024-04-19T00:00:00,2024-04-22T00:00:00,2026-02-23T00:00:00,313,4604,4605,5081,floor_90_rest_10
AUDCAD,21,6395,5755,640,2001-06-14T00:00:00,2023-09-01T00:00:00,2023-09-04T00:00:00,2026-02-23T00:00:00,313,6067,6068,6707,floor_90_rest_10
AUDCHF,21,6326,5693,633,2001-06-12T00:00:00,2023-09-12T00:00:00,2023-09-13T00:00:00,2026-02-23T00:00:00,313,6005,6006,6638,floor_90_rest_10
AUDJPY,21,6359,5723,636,2001-06-11T00:00:00,2023-09-07T00:00:00,2023-09-08T00:00:00,2026-02-23T00:00:00,313,6035,6036,6671,floor_90_rest_10
AUDNZD,21,6305,5674,631,2001-07-06T00:00:00,2023-09-14T00:00:00,2023-09-15T00:00:00,2026-02-23T00:00:00,313,5986,5987,6617,floor_90_rest_10
AUDUSD,21,6417,5775,642,2001-06-12T00:00:00,2023-08-30T00:00:00,2023-08-31T00:00:00,2026-02-23T00:00:00,313,6087,6088,6729,floor_90_rest_10
CADCHF,21,6247,5622,625,2001-06-12T00:00:00,2023-09-22T00:00:00,2023-09-25T00:00:00,2026-02-23T00:00:00,313,5934,5935,6559,floor_90_rest_10
CADJPY,21,4613,4151,462,2008-05-01T00:00:00,2024-05-10T00:00:00,2024-05-13T00:00:00,2026-02-23T00:00:00,313,4463,4464,4925,floor_90_rest_10
CHFJPY,21,6361,5724,637,2001-06-11T00:00:00,2023-09-06T00:00:00,2023-09-07T00:00:00,2026-02-23T00:00:00,313,6036,6037,6673,floor_90_rest_10
EURAUD,21,5309,4778,531,2005-09-01T00:00:00,2024-02-05T00:00:00,2024-02-06T00:00:00,2026-02-23T00:00:00,313,5090,5091,5621,floor_90_rest_10
EURCAD,21,6263,5636,627,2001-07-24T00:00:00,2023-09-20T00:00:00,2023-09-21T00:00:00,2026-02-23T00:00:00,313,5948,5949,6575,floor_90_rest_10
EURCHF,21,6407,5766,641,2001-06-11T00:00:00,2023-08-31T00:00:00,2023-09-01T00:00:00,2026-02-23T00:00:00,313,6078,6079,6719,floor_90_rest_10
EURGBP,21,6413,5771,642,2001-06-11T00:00:00,2023-08-30T00:00:00,2023-08-31T00:00:00,2026-02-23T00:00:00,313,6083,6084,6725,floor_90_rest_10
EURJPY,21,6291,5661,630,2001-12-05T00:00:00,2023-09-15T00:00:00,2023-09-18T00:00:00,2026-02-23T00:00:00,313,5973,5974,6603,floor_90_rest_10
EURNZD,21,6244,5619,625,2001-06-12T00:00:00,2023-09-22T00:00:00,2023-09-25T00:00:00,2026-02-23T00:00:00,313,5931,5932,6556,floor_90_rest_10
EURUSD,21,6418,5776,642,2001-06-11T00:00:00,2023-08-30T00:00:00,2023-08-31T00:00:00,2026-02-23T00:00:00,313,6088,6089,6730,floor_90_rest_10
GBPAUD,21,4471,4023,448,2008-11-07T00:00:00,2024-05-30T00:00:00,2024-05-31T00:00:00,2026-02-23T00:00:00,313,4335,4336,4783,floor_90_rest_10
GBPCAD,21,4475,4027,448,2008-11-07T00:00:00,2024-05-30T00:00:00,2024-05-31T00:00:00,2026-02-23T00:00:00,313,4339,4340,4787,floor_90_rest_10
GBPCHF,21,6373,5735,638,2001-06-11T00:00:00,2023-09-05T00:00:00,2023-09-06T00:00:00,2026-02-23T00:00:00,313,6047,6048,6685,floor_90_rest_10
GBPJPY,21,6419,5777,642,2001-06-11T00:00:00,2023-08-30T00:00:00,2023-08-31T00:00:00,2026-02-23T00:00:00,313,6089,6090,6731,floor_90_rest_10
GBPNZD,21,3654,3288,366,2011-09-20T00:00:00,2024-09-23T00:00:00,2024-09-24T00:00:00,2026-02-23T00:00:00,313,3600,3601,3966,floor_90_rest_10
GBPUSD,21,6417,5775,642,2001-06-11T00:00:00,2023-08-30T00:00:00,2023-08-31T00:00:00,2026-02-23T00:00:00,313,6087,6088,6729,floor_90_rest_10
NZDCAD,21,4463,4016,447,2008-11-03T00:00:00,2024-05-31T00:00:00,2024-06-03T00:00:00,2026-02-23T00:00:00,313,4328,4329,4775,floor_90_rest_10
NZDCHF,21,4482,4033,449,2008-11-04T00:00:00,2024-05-29T00:00:00,2024-05-30T00:00:00,2026-02-23T00:00:00,313,4345,4346,4794,floor_90_rest_10
NZDJPY,21,4626,4163,463,2008-04-28T00:00:00,2024-05-09T00:00:00,2024-05-10T00:00:00,2026-02-23T00:00:00,313,4475,4476,4938,floor_90_rest_10
NZDUSD,21,6417,5775,642,2001-06-11T00:00:00,2023-08-30T00:00:00,2023-08-31T00:00:00,2026-02-23T00:00:00,313,6087,6088,6729,floor_90_rest_10
USDCAD,21,6419,5777,642,2001-06-11T00:00:00,2023-08-30T00:00:00,2023-08-31T00:00:00,2026-02-23T00:00:00,313,6089,6090,6731,floor_90_rest_10
USDCHF,21,6417,5775,642,2001-06-11T00:00:00,2023-08-30T00:00:00,2023-08-31T00:00:00,2026-02-23T00:00:00,313,6087,6088,6729,floor_90_rest_10
USDJPY,21,6417,5775,642,2001-06-11T00:00:00,2023-08-30T00:00:00,2023-08-31T00:00:00,2026-02-23T00:00:00,313,6087,6088,6729,floor_90_rest_10
XAGAUD,21,2093,1883,210,2018-01-09T00:00:00,2025-05-01T00:00:00,2025-05-02T00:00:00,2026-02-23T00:00:00,313,2195,2196,2405,floor_90_rest_10
XAGEUR,21,1885,1696,189,2018-10-30T00:00:00,2025-05-30T00:00:00,2025-06-02T00:00:00,2026-02-23T00:00:00,313,2008,2009,2197,floor_90_rest_10
XAGUSD,21,4151,3735,416,2010-01-28T00:00:00,2024-07-12T00:00:00,2024-07-15T00:00:00,2026-02-23T00:00:00,313,4047,4048,4463,floor_90_rest_10
XAUAUD,21,2096,1886,210,2018-01-05T00:00:00,2025-05-01T00:00:00,2025-05-02T00:00:00,2026-02-23T00:00:00,313,2198,2199,2408,floor_90_rest_10
XAUEUR,21,2098,1888,210,2018-01-03T00:00:00,2025-05-01T00:00:00,2025-05-02T00:00:00,2026-02-23T00:00:00,313,2200,2201,2410,floor_90_rest_10
XAUUSD,21,5270,4743,527,2005-09-07T00:00:00,2024-02-07T00:00:00,2024-02-08T00:00:00,2026-02-23T00:00:00,313,5055,5056,5582,floor_90_rest_10
XPDUSD,21,2449,2204,245,2016-04-22T00:00:00,2025-03-12T00:00:00,2025-03-13T00:00:00,2026-02-23T00:00:00,313,2516,2517,2761,floor_90_rest_10
XPTUSD,21,2462,2215,247,2016-04-08T00:00:00,2025-03-10T00:00:00,2025-03-11T00:00:00,2026-02-23T00:00:00,313,2527,2528,2774,floor_90_rest_10
