asset_id,lbw,usable_row_count,train_row_count,val_row_count,train_start_timestamp,train_end_timestamp,val_start_timestamp,val_end_timestamp,train_start_timeline_index,train_end_timeline_index,val_start_timeline_index,val_end_timeline_index,split_rule
TSLA,252,1402,1261,141,2020-07-24T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1573,1574,1714,floor_90_rest_10
V,252,1401,1260,141,2020-07-27T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1572,1573,1713,floor_90_rest_10
WMT,252,1011,909,102,2022-02-09T00:00:00,2025-09-24T00:00:00,2025-09-25T00:00:00,2026-02-20T00:00:00,313,1221,1222,1323,floor_90_rest_10
ZM,252,1011,909,102,2022-02-09T00:00:00,2025-09-24T00:00:00,2025-09-25T00:00:00,2026-02-20T00:00:00,313,1221,1222,1323,floor_90_rest_10
AIRF,252,1428,1285,143,2020-07-23T00:00:00,2025-07-29T00:00:00,2025-07-30T00:00:00,2026-02-20T00:00:00,313,1597,1598,1740,floor_90_rest_10
ALVG,252,1418,1276,142,2020-07-30T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1588,1589,1730,floor_90_rest_10
BAYGn,252,1419,1277,142,2020-07-29T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1589,1590,1731,floor_90_rest_10
DBKGn,252,1418,1276,142,2020-07-30T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1588,1589,1730,floor_90_rest_10
IBE,252,1426,1283,143,2020-07-23T00:00:00,2025-07-29T00:00:00,2025-07-30T00:00:00,2026-02-20T00:00:00,313,1595,1596,1738,floor_90_rest_10
LVMH,252,1427,1284,143,2020-07-23T00:00:00,2025-07-29T00:00:00,2025-07-30T00:00:00,2026-02-20T00:00:00,313,1596,1597,1739,floor_90_rest_10
VOWG_p,252,1418,1276,142,2020-07-30T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1588,1589,1730,floor_90_rest_10
EURCZK,252,2531,2277,254,2016-01-10T00:00:00,2025-02-28T00:00:00,2025-03-03T00:00:00,2026-02-23T00:00:00,313,2589,2590,2843,floor_90_rest_10
EURHUF,252,2577,2319,258,2016-01-05T00:00:00,2025-02-24T00:00:00,2025-02-25T00:00:00,2026-02-23T00:00:00,313,2631,2632,2889,floor_90_rest_10
EURNOK,252,3076,2768,308,2014-06-17T00:00:00,2024-12-12T00:00:00,2024-12-13T00:00:00,2026-02-23T00:00:00,313,3080,3081,3388,floor_90_rest_10
EURPLN,252,2575,2317,258,2016-01-07T00:00:00,2025-02-24T00:00:00,2025-02-25T00:00:00,2026-02-23T00:00:00,313,2629,2630,2887,floor_90_rest_10
USDCNH,252,245,220,25,2025-03-14T00:00:00,2026-01-19T00:00:00,2026-01-20T00:00:00,2026-02-23T00:00:00,313,532,533,557,floor_90_rest_10
USDCZK,252,2586,2327,259,2016-01-10T00:00:00,2025-02-21T00:00:00,2025-02-24T00:00:00,2026-02-23T00:00:00,313,2639,2640,2898,floor_90_rest_10
USDHKD,252,4367,3930,437,2008-09-23T00:00:00,2024-06-14T00:00:00,2024-06-17T00:00:00,2026-02-23T00:00:00,313,4242,4243,4679,floor_90_rest_10
USDHUF,252,2577,2319,258,2016-01-05T00:00:00,2025-02-24T00:00:00,2025-02-25T00:00:00,2026-02-23T00:00:00,313,2631,2632,2889,floor_90_rest_10
USDILS,252,761,684,77,2023-03-17T00:00:00,2025-11-04T00:00:00,2025-11-05T00:00:00,2026-02-23T00:00:00,313,996,997,1073,floor_90_rest_10
USDMXN,252,4385,3946,439,2008-10-06T00:00:00,2024-06-12T00:00:00,2024-06-13T00:00:00,2026-02-23T00:00:00,313,4258,4259,4697,floor_90_rest_10
USDNOK,252,4875,4387,488,2007-04-25T00:00:00,2024-04-04T00:00:00,2024-04-05T00:00:00,2026-02-23T00:00:00,313,4699,4700,5187,floor_90_rest_10
USDPLN,252,3088,2779,309,2014-06-03T00:00:00,2024-12-11T00:00:00,2024-12-12T00:00:00,2026-02-23T00:00:00,313,3091,3092,3400,floor_90_rest_10
USDSEK,252,6415,5773,642,2001-06-12T00:00:00,2023-08-30T00:00:00,2023-08-31T00:00:00,2026-02-23T00:00:00,313,6085,6086,6727,floor_90_rest_10
USDSGD,252,243,218,25,2025-03-18T00:00:00,2026-01-19T00:00:00,2026-01-20T00:00:00,2026-02-23T00:00:00,313,530,531,555,floor_90_rest_10
USDZAR,252,4769,4292,477,2007-03-30T00:00:00,2024-04-19T00:00:00,2024-04-22T00:00:00,2026-02-23T00:00:00,313,4604,4605,5081,floor_90_rest_10
AUDCAD,252,6395,5755,640,2001-06-14T00:00:00,2023-09-01T00:00:00,2023-09-04T00:00:00,2026-02-23T00:00:00,313,6067,6068,6707,floor_90_rest_10
AUDCHF,252,6326,5693,633,2001-06-12T00:00:00,2023-09-12T00:00:00,2023-09-13T00:00:00,2026-02-23T00:00:00,313,6005,6006,6638,floor_90_rest_10
AUDJPY,252,6359,5723,636,2001-06-11T00:00:00,2023-09-07T00:00:00,2023-09-08T00:00:00,2026-02-23T00:00:00,313,6035,6036,6671,floor_90_rest_10
AUDNZD,252,6305,5674,631,2001-07-06T00:00:00,2023-09-14T00:00:00,2023-09-15T00:00:00,2026-02-23T00:00:00,313,5986,5987,6617,floor_90_rest_10
AUDUSD,252,6417,5775,642,2001-06-12T00:00:00,2023-08-30T00:00:00,2023-08-31T00:00:00,2026-02-23T00:00:00,313,6087,6088,6729,floor_90_rest_10
CADCHF,252,6247,5622,625,2001-06-12T00:00:00,2023-09-22T00:00:00,2023-09-25T00:00:00,2026-02-23T00:00:00,313,5934,5935,6559,floor_90_rest_10
CADJPY,252,4613,4151,462,2008-05-01T00:00:00,2024-05-10T00:00:00,2024-05-13T00:00:00,2026-02-23T00:00:00,313,4463,4464,4925,floor_90_rest_10
CHFJPY,252,6361,5724,637,2001-06-11T00:00:00,2023-09-06T00:00:00,2023-09-07T00:00:00,2026-02-23T00:00:00,313,6036,6037,6673,floor_90_rest_10
EURAUD,252,5309,4778,531,2005-09-01T00:00:00,2024-02-05T00:00:00,2024-02-06T00:00:00,2026-02-23T00:00:00,313,5090,5091,5621,floor_90_rest_10
EURCAD,252,6263,5636,627,2001-07-24T00:00:00,2023-09-20T00:00:00,2023-09-21T00:00:00,2026-02-23T00:00:00,313,5948,5949,6575,floor_90_rest_10
EURCHF,252,6407,5766,641,2001-06-11T00:00:00,2023-08-31T00:00:00,2023-09-01T00:00:00,2026-02-23T00:00:00,313,6078,6079,6719,floor_90_rest_10
EURGBP,252,6413,5771,642,2001-06-11T00:00:00,2023-08-30T00:00:00,2023-08-31T00:00:00,2026-02-23T00:00:00,313,6083,6084,6725,floor_90_rest_10
EURJPY,252,6291,5661,630,2001-12-05T00:00:00,2023-09-15T00:00:00,2023-09-18T00:00:00,2026-02-23T00:00:00,313,5973,5974,6603,floor_90_rest_10
EURNZD,252,6244,5619,625,2001-06-12T00:00:00,2023-09-22T00:00:00,2023-09-25T00:00:00,2026-02-23T00:00:00,313,5931,5932,6556,floor_90_rest_10
EURUSD,252,6418,5776,642,2001-06-11T00:00:00,2023-08-30T00:00:00,2023-08-31T00:00:00,2026-02-23T00:00:00,313,6088,6089,6730,floor_90_rest_10
GBPAUD,252,4471,4023,448,2008-11-07T00:00:00,2024-05-30T00:00:00,2024-05-31T00:00:00,2026-02-23T00:00:00,313,4335,4336,4783,floor_90_rest_10
GBPCAD,252,4475,4027,448,2008-11-07T00:00:00,2024-05-30T00:00:00,2024-05-31T00:00:00,2026-02-23T00:00:00,313,4339,4340,4787,floor_90_rest_10
GBPCHF,252,6373,5735,638,2001-06-11T00:00:00,2023-09-05T00:00:00,2023-09-06T00:00:00,2026-02-23T00:00:00,313,6047,6048,6685,floor_90_rest_10
GBPJPY,252,6419,5777,642,2001-06-11T00:00:00,2023-08-30T00:00:00,2023-08-31T00:00:00,2026-02-23T00:00:00,313,6089,6090,6731,floor_90_rest_10
GBPNZD,252,3654,3288,366,2011-09-20T00:00:00,2024-09-23T00:00:00,2024-09-24T00:00:00,2026-02-23T00:00:00,313,3600,3601,3966,floor_90_rest_10
GBPUSD,252,6417,5775,642,2001-06-11T00:00:00,2023-08-30T00:00:00,2023-08-31T00:00:00,2026-02-23T00:00:00,313,6087,6088,6729,floor_90_rest_10
NZDCAD,252,4463,4016,447,2008-11-03T00:00:00,2024-05-31T00:00:00,2024-06-03T00:00:00,2026-02-23T00:00:00,313,4328,4329,4775,floor_90_rest_10
NZDCHF,252,4482,4033,449,2008-11-04T00:00:00,2024-05-29T00:00:00,2024-05-30T00:00:00,2026-02-23T00:00:00,313,4345,4346,4794,floor_90_rest_10
NZDJPY,252,4626,4163,463,2008-04-28T00:00:00,2024-05-09T00:00:00,2024-05-10T00:00:00,2026-02-23T00:00:00,313,4475,4476,4938,floor_90_rest_10
NZDUSD,252,6417,5775,642,2001-06-11T00:00:00,2023-08-30T00:00:00,2023-08-31T00:00:00,2026-02-23T00:00:00,313,6087,6088,6729,floor_90_rest_10
USDCAD,252,6419,5777,642,2001-06-11T00:00:00,2023-08-30T00:00:00,2023-08-31T00:00:00,2026-02-23T00:00:00,313,6089,6090,6731,floor_90_rest_10
USDCHF,252,6417,5775,642,2001-06-11T00:00:00,2023-08-30T00:00:00,2023-08-31T00:00:00,2026-02-23T00:00:00,313,6087,6088,6729,floor_90_rest_10
USDJPY,252,6417,5775,642,2001-06-11T00:00:00,2023-08-30T00:00:00,2023-08-31T00:00:00,2026-02-23T00:00:00,313,6087,6088,6729,floor_90_rest_10
XAGAUD,252,2093,1883,210,2018-01-09T00:00:00,2025-05-01T00:00:00,2025-05-02T00:00:00,2026-02-23T00:00:00,313,2195,2196,2405,floor_90_rest_10
XAGEUR,252,1885,1696,189,2018-10-30T00:00:00,2025-05-30T00:00:00,2025-06-02T00:00:00,2026-02-23T00:00:00,313,2008,2009,2197,floor_90_rest_10
XAGUSD,252,4151,3735,416,2010-01-28T00:00:00,2024-07-12T00:00:00,2024-07-15T00:00:00,2026-02-23T00:00:00,313,4047,4048,4463,floor_90_rest_10
XAUAUD,252,2096,1886,210,2018-01-05T00:00:00,2025-05-01T00:00:00,2025-05-02T00:00:00,2026-02-23T00:00:00,313,2198,2199,2408,floor_90_rest_10
XAUEUR,252,2098,1888,210,2018-01-03T00:00:00,2025-05-01T00:00:00,2025-05-02T00:00:00,2026-02-23T00:00:00,313,2200,2201,2410,floor_90_rest_10
XAUUSD,252,5270,4743,527,2005-09-07T00:00:00,2024-02-07T00:00:00,2024-02-08T00:00:00,2026-02-23T00:00:00,313,5055,5056,5582,floor_90_rest_10
XPDUSD,252,2449,2204,245,2016-04-22T00:00:00,2025-03-12T00:00:00,2025-03-13T00:00:00,2026-02-23T00:00:00,313,2516,2517,2761,floor_90_rest_10
XPTUSD,252,2462,2215,247,2016-04-08T00:00:00,2025-03-10T00:00:00,2025-03-11T00:00:00,2026-02-23T00:00:00,313,2527,2528,2774,floor_90_rest_10
