asset_id,lbw,usable_row_count,train_row_count,val_row_count,train_start_timestamp,train_end_timestamp,val_start_timestamp,val_end_timestamp,train_start_timeline_index,train_end_timeline_index,val_start_timeline_index,val_end_timeline_index,split_rule
BAC,10,1401,1260,141,2020-07-27T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1572,1573,1713,floor_90_rest_10
GOOG,10,1401,1260,141,2020-07-27T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1572,1573,1713,floor_90_rest_10
META,10,1401,1260,141,2020-07-27T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1572,1573,1713,floor_90_rest_10
MSFT,10,5010,4509,501,2008-05-31T00:00:00,2024-02-21T00:00:00,2024-02-22T00:00:00,2026-02-20T00:00:00,313,4821,4822,5322,floor_90_rest_10
NFLX,10,1401,1260,141,2020-07-27T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1572,1573,1713,floor_90_rest_10
NVDA,10,1010,909,101,2022-02-10T00:00:00,2025-09-25T00:00:00,2025-09-26T00:00:00,2026-02-20T00:00:00,313,1221,1222,1322,floor_90_rest_10
PFE,10,1401,1260,141,2020-07-27T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1572,1573,1713,floor_90_rest_10
AIRF,10,1428,1285,143,2020-07-23T00:00:00,2025-07-29T00:00:00,2025-07-30T00:00:00,2026-02-20T00:00:00,313,1597,1598,1740,floor_90_rest_10
ALVG,10,1418,1276,142,2020-07-30T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1588,1589,1730,floor_90_rest_10
BAYGn,10,1419,1277,142,2020-07-29T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1589,1590,1731,floor_90_rest_10
DBKGn,10,1418,1276,142,2020-07-30T00:00:00,2025-07-30T00:00:00,2025-07-31T00:00:00,2026-02-20T00:00:00,313,1588,1589,1730,floor_90_rest_10
IBE,10,1426,1283,143,2020-07-23T00:00:00,2025-07-29T00:00:00,2025-07-30T00:00:00,2026-02-20T00:00:00,313,1595,1596,1738,floor_90_rest_10
LVMH,10,1427,1284,143,2020-07-23T00:00:00,2025-07-29T00:00:00,2025-07-30T00:00:00,2026-02-20T00:00:00,313,1596,1597,1739,floor_90_rest_10
EURCZK,10,2531,2277,254,2016-01-10T00:00:00,2025-02-28T00:00:00,2025-03-03T00:00:00,2026-02-23T00:00:00,313,2589,2590,2843,floor_90_rest_10
EURHUF,10,2577,2319,258,2016-01-05T00:00:00,2025-02-24T00:00:00,2025-02-25T00:00:00,2026-02-23T00:00:00,313,2631,2632,2889,floor_90_rest_10
EURNOK,10,3076,2768,308,2014-06-17T00:00:00,2024-12-12T00:00:00,2024-12-13T00:00:00,2026-02-23T00:00:00,313,3080,3081,3388,floor_90_rest_10
EURPLN,10,2575,2317,258,2016-01-07T00:00:00,2025-02-24T00:00:00,2025-02-25T00:00:00,2026-02-23T00:00:00,313,2629,2630,2887,floor_90_rest_10
AUDCAD,10,6395,5755,640,2001-06-14T00:00:00,2023-09-01T00:00:00,2023-09-04T00:00:00,2026-02-23T00:00:00,313,6067,6068,6707,floor_90_rest_10
AUDCHF,10,6326,5693,633,2001-06-12T00:00:00,2023-09-12T00:00:00,2023-09-13T00:00:00,2026-02-23T00:00:00,313,6005,6006,6638,floor_90_rest_10
AUDJPY,10,6359,5723,636,2001-06-11T00:00:00,2023-09-07T00:00:00,2023-09-08T00:00:00,2026-02-23T00:00:00,313,6035,6036,6671,floor_90_rest_10
AUDNZD,10,6305,5674,631,2001-07-06T00:00:00,2023-09-14T00:00:00,2023-09-15T00:00:00,2026-02-23T00:00:00,313,5986,5987,6617,floor_90_rest_10
AUDUSD,10,6417,5775,642,2001-06-12T00:00:00,2023-08-30T00:00:00,2023-08-31T00:00:00,2026-02-23T00:00:00,313,6087,6088,6729,floor_90_rest_10
CADCHF,10,6247,5622,625,2001-06-12T00:00:00,2023-09-22T00:00:00,2023-09-25T00:00:00,2026-02-23T00:00:00,313,5934,5935,6559,floor_90_rest_10
CADJPY,10,4613,4151,462,2008-05-01T00:00:00,2024-05-10T00:00:00,2024-05-13T00:00:00,2026-02-23T00:00:00,313,4463,4464,4925,floor_90_rest_10
CHFJPY,10,6361,5724,637,2001-06-11T00:00:00,2023-09-06T00:00:00,2023-09-07T00:00:00,2026-02-23T00:00:00,313,6036,6037,6673,floor_90_rest_10
EURAUD,10,5309,4778,531,2005-09-01T00:00:00,2024-02-05T00:00:00,2024-02-06T00:00:00,2026-02-23T00:00:00,313,5090,5091,5621,floor_90_rest_10
EURCAD,10,6263,5636,627,2001-07-24T00:00:00,2023-09-20T00:00:00,2023-09-21T00:00:00,2026-02-23T00:00:00,313,5948,5949,6575,floor_90_rest_10
EURCHF,10,6407,5766,641,2001-06-11T00:00:00,2023-08-31T00:00:00,2023-09-01T00:00:00,2026-02-23T00:00:00,313,6078,6079,6719,floor_90_rest_10
EURGBP,10,6413,5771,642,2001-06-11T00:00:00,2023-08-30T00:00:00,2023-08-31T00:00:00,2026-02-23T00:00:00,313,6083,6084,6725,floor_90_rest_10
EURJPY,10,6291,5661,630,2001-12-05T00:00:00,2023-09-15T00:00:00,2023-09-18T00:00:00,2026-02-23T00:00:00,313,5973,5974,6603,floor_90_rest_10
EURNZD,10,6244,5619,625,2001-06-12T00:00:00,2023-09-22T00:00:00,2023-09-25T00:00:00,2026-02-23T00:00:00,313,5931,5932,6556,floor_90_rest_10
EURUSD,10,6418,5776,642,2001-06-11T00:00:00,2023-08-30T00:00:00,2023-08-31T00:00:00,2026-02-23T00:00:00,313,6088,6089,6730,floor_90_rest_10
GBPAUD,10,4471,4023,448,2008-11-07T00:00:00,2024-05-30T00:00:00,2024-05-31T00:00:00,2026-02-23T00:00:00,313,4335,4336,4783,floor_90_rest_10
GBPCAD,10,4475,4027,448,2008-11-07T00:00:00,2024-05-30T00:00:00,2024-05-31T00:00:00,2026-02-23T00:00:00,313,4339,4340,4787,floor_90_rest_10
GBPCHF,10,6373,5735,638,2001-06-11T00:00:00,2023-09-05T00:00:00,2023-09-06T00:00:00,2026-02-23T00:00:00,313,6047,6048,6685,floor_90_rest_10
GBPJPY,10,6419,5777,642,2001-06-11T00:00:00,2023-08-30T00:00:00,2023-08-31T00:00:00,2026-02-23T00:00:00,313,6089,6090,6731,floor_90_rest_10
GBPNZD,10,3654,3288,366,2011-09-20T00:00:00,2024-09-23T00:00:00,2024-09-24T00:00:00,2026-02-23T00:00:00,313,3600,3601,3966,floor_90_rest_10
GBPUSD,10,6417,5775,642,2001-06-11T00:00:00,2023-08-30T00:00:00,2023-08-31T00:00:00,2026-02-23T00:00:00,313,6087,6088,6729,floor_90_rest_10
NZDCAD,10,4463,4016,447,2008-11-03T00:00:00,2024-05-31T00:00:00,2024-06-03T00:00:00,2026-02-23T00:00:00,313,4328,4329,4775,floor_90_rest_10
NZDCHF,10,4482,4033,449,2008-11-04T00:00:00,2024-05-29T00:00:00,2024-05-30T00:00:00,2026-02-23T00:00:00,313,4345,4346,4794,floor_90_rest_10
NZDJPY,10,4626,4163,463,2008-04-28T00:00:00,2024-05-09T00:00:00,2024-05-10T00:00:00,2026-02-23T00:00:00,313,4475,4476,4938,floor_90_rest_10
NZDUSD,10,6417,5775,642,2001-06-11T00:00:00,2023-08-30T00:00:00,2023-08-31T00:00:00,2026-02-23T00:00:00,313,6087,6088,6729,floor_90_rest_10
